title,description,publishedAt,videoId
Forever Young | Alphaville | funk cover ft. Madison Cunningham!,"Patreon: http://modal.scarypocketsfunk.com/patreon
Store: https://www.scarypocketsfunk.com
Listen on Spotify: http://modal.scarypocketsfunk.com/spotify

Tip Jar: http://modal.scarypocketsfunk.com/tips
Instagram: http://modal.scarypocketsfunk.com/instagram
Facebook: http://modal.scarypocketsfunk.com/facebook
Discord: http://modal.scarypocketsfunk.com/discord
Subscribe: http://modal.scarypocketsfunk.com/subscribe

A cover of ""Forever Young"" by Scary Pockets.

Musicians
Lead vocal & guitar: Madison Cunningham
Guitar: Ryan Lerman
Drums: Tamir Barzilay
Bass: Daniel Aged
Trumpet: Jean Caze
Sax: Jake Saslow
Also present: Jack Conte

Recording Engineer: Omar Yakar
Mixing/Mastering: Caleb Parker
Cinematography/Editing: Ricky Chavez

Recorded Live at Boulevard in Hollywood, CA. 

Watch more videos! 
Scary Pockets: https://youtube.com/playlist?list=PLL3xcB0B80KV06T2lqZhG5zUZuwojwuex&playnext=1 
90s Hits Funkified: https://youtube.com/playlist?list=PLL3xcB0B80KX25RsNBxJeuiO0YuJNWH46&playnext=1 
Scary Goldings: https://youtube.com/playlist?list=PLL3xcB0B80KWCRIVdgwL5ayqAczyccWNW&playnext=1 
Most Popular: https://youtube.com/playlist?list=PLL3xcB0B80KWzWR4-NxRrmRDwAnZfEXXr&playnext=1 

About Scary Pockets 
We are Scary Pockets, a funk band that releases weekly music videos, in pursuit of the funk. Scary Pockets is Ryan Lerman and Jack Conte, with the help and support from a rotating roster of the best session musicians in the LA area. Make sure to subscribe and enable ALL notifications! 

#ScaryPockets #Funk #ForeverYoung #Alphaville",2022-06-27T01:48:42Z,FF_Cr4AsJug
Creedence Clearwater Revival - Have You Ever Seen The Rain (Official),"#CreedenceClearwaterRevival #HaveYouEverSeenTheRain #JackQuaid

As part of an ongoing celebration to commemorate Creedence Clearwater Revival’s 50th anniversary, Craft Recordings is pleased to present this fresh take on their timeless standard, “Have You Ever Seen The Rain.” 

This project coincides with the release of Creedence Clearwater Revival’s The Studio Albums Collection, a 7-LP box set that comprises the band’s complete seven-album studio output. Each album in this collection has been mastered at half-speed at Abbey Road Studios, an exacting process that produces an exceptional level of sonic clarity and punch, giving these classic recordings a new vibrancy. Learn more about the deluxe box set HERE: https://found.ee/ccr-studioalbums-r 

CREDITS
Directed and Edited by Laurence Jacobs
Starring Sasha Frolova, Jack Quaid, and Erin Moriarty
Written and Produced by Laurence Jacobs & Luke Klompien
Cinematography by Farhad Ahmed Dehlvi
Production Design by Meg Sunzeri
Co-Producer: Nate Dyk
Wardrobe Stylist + Handler: Whitney Farrer
Colorist: Bryan Smaller
First Assistant Camera: Sydney Resel
Makeup Artist: Melissa Oteri
Sound Mixer/Boom Op: Jeremy Flikkema
Sound Designer: Ryan Pawlak
Voice of Radio DJ: Ryan Wilson
Production Assistant: Matthew McLeod 
Production Assistant: Nate Duffy
Label: Sig Sigworth, Mason Williams, Kay Anderson, Josh Berman, Andrew Woloz, Mark Copeland, Chris Clough, Brooks Jones, Stephanie Kika, Maureen Bacon, and Mary Hogan
Shot on the ARRI Alexa provided by Olivia Kuan
Lenses provided by Zeiss, Inc
Props provided by Modernica and ISS
Special Thanks to: Larry and Lorraine Klompien, Nate Dyk, Kerry and Keith Venema, Josh Perkins, Broken Arrow Bar, Sophia Dilley, Ethan Stern, Jessica, Debbie, and Louis Jacobs, The Benjamin/Jacobs Family, Daniel Arkin, Dan Amerman, Jeremy Zelikovic, Lucas Lerman, Tony Lipp and Austin Hegedus at Anonymous Content, Sarah Shyn and Andrew Lee at 3 Arts, Mario Castro at Company 3, Tony Wisniewski, Snehal Patel, Marcella Withers, Natalie Tomlin, Connie Shen, and Kelsey Rohr 

© 2018 Craft Recordings, a division of Concord Music Group, Inc.

http://vevo.ly/4mGyZm",2022-06-27T01:47:46Z,u1V8YRJnr4Q
Kenny Rogers - The Gambler,"REMASTERED IN HD!

Official Music Video for The Gambler performed by Kenny Rogers.



Follow Kenny 

Twitter: https://twitter.com/_kennyrogers

Facebook: https://www.facebook.com/kennyrogersofficial

Website: https://kennyrogers.com



© 2018 Capitol Records LLC, Courtesy of Capitol Records Nashville under license from Universal Music Enterprises



#KennyRogers #TheGambler #Remastered",2022-06-27T01:46:17Z,7hx4gdlfamo
Jamiroquai Bee Gees Mashup - Pomplamoose,"Listen on Spotify: https://spoti.fi/2r3Yqkh
Become a patron of our music: http://www.patreon.com/pomplamoose

A mashup of Stayin' Alive (Bee Gees) and Virtual Insanity (Jamiroquai) by Pomplamoose


CREDITS

Lead Vocals: Nataly Dawn
Keys: Jack Conte
Guit: Brian Green 
Bass: Sam Wilkes
Drums: Rob Humphreys
Background Vocals (left): Loren Battley
Background Vocals (right): Sarah Dugas
Engineer: Tim Sonnefeld 
Mixing/Mastering: Caleb Parker
Cinematography/Editing: Ricky Chavez

Recorded at Redstar Recording in Los Angeles.",2022-06-27T01:34:56Z,ooZR4LSuppk
캐논 변주곡 George Winston - Canon Piano & Cajon  Cover - 이재형,"2월2일날에 데일리 버스킹님 채널촬영 했을때 연주했었던곡입니다 
캐논 변주곡 D Major  - 피아노와 카혼 연주 
많이 시청 해주시면 감사하겠습니다  ^^ 

#카혼 #피아노 #클래식
구독 좋아요 감사합니다
Piano8 이재형
https://www.youtube.com/channel/UCFEZvPjtvCFBDpXkWTbB4fg",2022-06-13T23:26:36Z,loRMliRw0aU
Private video,This video is private.,2022-05-13T01:27:01Z,tozfCbxM5l0
Piano Rock - Live at Home,"Pianista: Glaucio Cristelo | Pianist: Glaucio Cristelo 
► Instagram: https://www.instagram.com/pianorock/
► TikTok: https://vm.tiktok.com/ZMe5ePFpX/
► Spotify: https://open.spotify.com/artist/2KNb6KBfK8rs6ajh5jiD2E?si=VrUTg6XMQMiu_MHXj2Uwow
► Patreon: https://www.patreon.com/pianorockreal

► Obrigado por assistir!! Curta e se inscreva no canal!! 
► Thanks for watching!! Like & subscribe for more videos!!

Piano Rock #pianorock #glauciocristelo #piano",2022-05-13T01:23:45Z,mctFPECs1Ic
Welsh boy treble Cai Thomas (12y) sings Laudate Dominum | from the recording studio,"'A brilliant young talent' - John Suchet, Classic FM

Cai Thomas sings Mozart's Laudate Dominum, accompanied by the London Mozart Players and Pegasus chamber choir, conducted by Robert Lewis. 

In the recording session for Cai's debut album 'Seren' at St John the Evangelist, Croydon, in September 2019.


Video | Ben Leigh-Grosart",2022-04-27T02:14:36Z,V-77sjOWCkQ
George Ezra - Shotgun (Acoustic) (Official Audio),"George Ezra - Shotgun (Acoustic)
Get the acoustic version here: http://smarturl.it/EzraShotgunAcoustic?IQid=YT
Listen to and download the new album ""Staying At Tamara's"": http://smarturl.it/StayingAtTamaras?IQid=yt 
Listen to and download 'Shotgun' here': http://smarturl.it/EzraShotgun?IQid=yt  

----------

Sign up to George's newsletter: http://smarturl.it/EzraNL?IQid=yt 
Sign up to George's weekly journal: http://smarturl.it/GeorgeEzraJournal?IQid=yt

----------

Follow George Ezra
Facebook: http://smarturl.it/GeorgeEzraFB?IQid=yt 
Twitter: http://smarturl.it/GeorgeEzraTwitter?IQid=yt 
Instagram: http://smarturl.it/GeorgeEzraIG?IQid=yt 

----------

Sunday Service Playlist http://smarturl.it/EzrasSundayService?IQid=yt

#NewYearMusic #HappyNewYearMusic #NewYearPlaylist #HappyNewYear",2022-01-30T22:16:13Z,WJkVqZu2iMk
George Ezra - Hold My Girl (Lyric Video),"George Ezra - Hold My Girl (Official Lyric Video)
Stream and download here: https://GeorgeEzra.lnk.to/BestOfAY 
Subscribe to George Ezra’s YouTube channel: https://GeorgeEzra.lnk.to/YouTube_SubscribeAY

WATCH BUDAPEST MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube 
WATCH PARADISE MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube2 
WATCH  LISTEN TO THE MAN MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube3 
WATCH SHOTGUN LYRIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube4 

Follow George Ezra: 
Official website - https://www.georgeezra.com
Facebook - https://www.facebook.com/georgeezramusic 
Twitter - https://twitter.com/george_ezra 
Instagram - https://www.instagram.com/george_ezra 

#GeorgeEzra #HoldMyGirl #GeorgeEzraHoldMyGirl #GeorgeEzraOfficial #GeorgeEzraMusic #HoldMyGirlVideo #GeorgeEzraOfficialVideo  #GeorgeEzraEssentials #GeorgeEzraTopTracks #BestOfGeorgeEzra #WantedOnVoyage #GeorgeEzraWantedOnVoyage #StayingAtTamaras

Full Lyrics

I've been waiting for you
To come around and tell me the truth
About everything that you're going through
My girl, you've got nothing to lose

Cold nights and the Sunday mornings
On your way and out of the gray

I've got time, I've got love
Got confidence you'll rise above
Give me a minute to hold my girl
Give me a minute to hold my girl
Crowded town, silent bed
Pick a place to rest your head
Give me a minute to hold my girl
Give me a minute to hold my girl

I've been dreaming 'bout us
Working hard and saving it up
We'll go and see the man on the moon
My girl, we've got nothing to lose

Cold nights and the Sunday mornings
On your way and out of the gray

I've got time, I've got love
Got confidence you'll rise above
Give me a minute to hold my girl
Give me a minute to hold my girl
Crowded town, silent bed
Pick a place to rest your head, and
Give me a minute to hold my girl
Give me a minute to hold my girl

My girl, my girl
It takes one hard second to turn it around
It takes one hard second to turn it around

I've got time, I've got love
Got confidence you'll rise above
Give me a minute to hold my girl
Give me a minute to hold my girl
Crowded town, silent bed
Pick a place to rest your head, and
Give me a minute to hold my girl
Give me a minute to hold my girl

I've got time and I've got love
Got confidence you'll rise above
Give me a minute to hold my girl
Give me a minute to hold my girl
Crowded town, silent bed
Pick a place to rest your head
Give me a minute to hold my girl
Give me a minute to hold my girl",2022-01-30T22:14:10Z,zb_whk63zdE
George Ezra - Cassy O' (Lyric Video),"George Ezra - Cassy O' (Lyric Video) 
Watch the official video for 'Barcelona': http://smarturl.it/GEWOVYT 
My debut album 'Wanted On Voyage' is out now: http://smarturl.it/WantedOnVoyage?IQid=YT
‘Budapest’ is available here: http://smarturl.it/Bdpst?IQid=YT

------------------

Subscribe to George Ezra: http://smarturl.it/GeorgeEzraYT?IQid=yt

------------------

Playlists: 

Wanted On Voyage - http://smarturl.it/GEWOVYT?IQid=YT
Young George - http://smarturl.it/GEYoungGeorge?IQid=YT
Subscribe to George Ezra: http://smarturl.it/GeorgeEzraYT?IQid=yt

------------------

Sign up to my newsletter here: http://georgeezra.com/newsletter?IQid=YT
Live dates: http://www.georgeezra.com/#tour?IQid=YT

------------------

Follow me online:
Facebook - http://facebook.com/georgeezramusic?IQid=YT
Twitter - https://twitter.com/george_ezra?IQid=YT
Instagram - http://instagram.com/george_ezra?IQid=YT
Tumblr - http://georgeezra.tumblr.com?IQid=YT

------------------

Download:
iTunes - http://smarturl.it/GEiTunes?IQid=YT
Google Play - http://smarturl.it/GEGoogleP?IQid=YT
Amazon MP3 - http://smarturl.it/GEAmzMP3?IQid=YT
7Digital - http://smarturl.it/GE7dig?IQid=YT

------------------

Stream:
Spotify - http://smarturl.it/GESptfy?IQid=YT
Rdio - http://smarturl.it/GERdo?IQid=YT
Deezer - http://smarturl.it/GEDzr?IQid=YT
Napster - http://smarturl.it/GENpstr?IQid=YT

------------------",2022-01-30T22:09:15Z,Xfh0JgnwZa8
Paul Simon - You Can Call Me Al (Official Video),"Official video for ""You Can Call Me Al"" by Paul Simon
Listen to Paul Simon: https://paulsimon.lnk.to/listenYD

Subscribe to the official Paul Simon YouTube channel: https://paulsimon.lnk.to/subscribeYD

Watch more Paul Simon videos: https://paulsimon.lnk.to/listenYD/youtube

Follow Paul Simon:
Facebook: https://paulsimon.lnk.to/_followFI
Instagram: https://paulsimon.lnk.to/_followII
Twitter: https://paulsimon.lnk.to/_followTI
Website: https://paulsimon.lnk.to/_followWI
Spotify: https://paulsimon.lnk.to/_followSI
YouTube: https://paulsimon.lnk.to/subscribeYD

#PaulSimon #YouCanCallMeAl #OfficialVideo

Chorus:
If you'll be my bodyguard
I can be your long lost pal
I can call you Betty
And Betty, when you call me, you can call me Al",2022-01-21T15:51:22Z,uq-gYOrU8bA
George Ezra - Pretty Shining People (Lyric Video),"George Ezra - Pretty Shining People (Official Lyric Video)
Stream and download here: https://GeorgeEzra.lnk.to/BestOfAY 
Subscribe to George Ezra’s YouTube channel: https://GeorgeEzra.lnk.to/YouTube_SubscribeAY

WATCH BUDAPEST MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube 
WATCH PARADISE MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube2 
WATCH  LISTEN TO THE MAN MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube3 
WATCH SHOTGUN LYRIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube4 

Follow George Ezra: 
Official website - https://www.georgeezra.com
Facebook - https://www.facebook.com/georgeezramusic 
Twitter - https://twitter.com/george_ezra 
Instagram - https://www.instagram.com/george_ezra 

#GeorgeEzra #PrettyShiningPeople #GeorgeEzraPrettyShiningPeople #GeorgeEzraOfficial #GeorgeEzraMusic #PrettyShiningPeopleLyricVideo #GeorgeEzraOfficialVideo  #GeorgeEzraEssentials #GeorgeEzraTopTracks #BestOfGeorgeEzra #WantedOnVoyage #GeorgeEzraWantedOnVoyage #StayingAtTamaras


Full Lyrics

Me and Sam in the car, talking 'bout America
Heading to the wishing well, we've reached our last resort
I turned to him said: ""Man help me out
I fear I'm on an island in an ocean full of change
Can't bring myself to dive in to an ocean full of change

Am I losing touch?
Am I losing touch now?""

He said: ""Why why, what a terrible time to be alive
If you're prone to over thinking and
Why why, what a terrible time to be alive
If you're prone to second guessing""

Hey pretty smiling people, we're alright together
We're alright together
Hey pretty shining people, we're alright together
We're alright together, he-ey

Took it in turns to dream about the lottery
And what we might have done
If we had entered and had won
We're each convinced that nothing would have changed
But if this were the case
Why is it a conversation anyways?

Are we losing touch?
Are we losing touch now?

He said: ""Why why, what a terrible time to be alive
If you're prone to over thinking and
Why why, what a terrible time to be alive
If you're prone to second guessing""

Hey pretty smiling people, we're alright together
We're alright together
Hey pretty shining people, we're alright together
We're alright together, he-ey

Don't we all need love?
The answer is easy
Don't we all need love?
The answer is easy
Don't we all need love?
The answer is easy

Hey pretty smiling people, we're alright together
We're alright together
Hey pretty shining people, we're alright together
We're alright together
Hey pretty smiling people, we're alright together
We're alright together
Hey pretty shining people, we're alright together
We're alright together, he-ey",2022-01-13T02:29:22Z,XP32nDUMYS8
George Ezra - Shotgun (Official Lyric Video),"George Ezra - Shotgun (Official Lyric Video)
The new album 'Gold Rush Kid': https://georgeezra.lnk.to/goldrushkid

----------------------

Follow George Ezra: 

TikTok: https://www.tiktok.com/@george_ezra
Instagram: https://www.instagram.com/george_ezra 
Facebook: https://www.facebook.com/georgeezramusic 
Twitter: https://twitter.com/george_ezra 
Official website: https://www.georgeezra.com

----------------------

Lyrics:

Homegrown alligator, see you later
Gotta hit the road, gotta hit the road
Something changed in the atmosphere
Architecture unfamiliar
I could get used to this

Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountaintop that I'm dreaming of
If you need me you know where I'll be

I'll be riding shotgun underneath the hot sun
Feeling like a someone (someone)
I'll be riding shotgun underneath the hot sun
Feeling like a someone

We're south of the Equator, navigator
Gotta hit the road, gotta hit the road
Deep sea diving 'round the clock, bikini bottoms, lager tops
I could get used to this

Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountaintop that I'm dreaming of
If you need me you know where I'll be

I'll be riding shotgun underneath the hot sun
Feeling like a someone (someone)
I'll be riding shotgun underneath the hot sun
Feeling like a someone

We got two in the front (hey)
Two in the back (hey)
Sailing along
And we don't look back (back, back)

Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountaintop that I'm dreaming of
If you need me you know where I'll be

I'll be riding shotgun underneath the hot sun
Feeling like a someone (someone)
I'll be riding shotgun underneath the hot sun
Feeling like a someone
I'll be riding shotgun underneath the hot sun
Feeling like a someone (someone)
I'll be riding shotgun underneath the hot sun
Feeling like a someone, a someone, a someone, someone

----------------------

#GeorgeEzra #Shotgun #OfficialLyricVideo #NewYearMusic #HappyNewYearMusic #NewYearPlaylist #HappyNewYear",2022-01-13T02:24:02Z,v_B3qkp4nO4
